id,target
250,0.5277890331788474
251,0.3882388000032372
252,0.8473703352531482
253,0.8098111511727405
254,0.42044991071416177
255,0.30066310965148024
256,0.04566568974577998
257,0.033889601523927886
258,0.8739006828632953
259,0.07942854527751127
260,0.49660930207718074
261,0.10280784669767344
262,0.16112895249088205
263,0.9296559288676521
264,0.0472415106567536
265,0.8680223671093685
266,0.3311987024045252
267,0.9797600818602655
268,0.2202843896398166
269,0.08706200520735076
270,0.681619852833976
271,0.9066183080781313
272,0.5791252163623766
273,0.22802031364307523
274,0.03462748035948432
275,0.7917708872927395
276,0.0005341477274067666
277,0.9507427177232
278,0.9382728490227263
279,0.7842792489435664
280,0.3493338266404786
281,0.36578809586688116
282,0.7641933214545349
283,0.017302405699352416
284,0.6577991198409225
285,0.47435327364378443
286,0.15506844912558687
287,0.4010951051222381
288,0.6933224826792272
289,0.9837798475964445
290,0.7558706522036691
291,0.0849698461945467
292,0.8288924870350387
293,0.6856404828642536
294,0.10608410319481051
295,0.9665108105905447
296,0.41165339500520026
297,0.8773867234308554
298,0.8335374157732239
299,0.04156980708378284
300,0.2710438038479135
301,0.7100517306188562
302,0.8903579814945664
303,0.9077839291616977
304,0.5709667660522959
305,0.6700150135569565
306,0.993287290428521
307,0.8631655947042635
308,0.9659302638893579
309,0.016251228797558994
310,0.9585823790811722
311,0.8556606045736933
312,0.9771917810684286
313,0.91685800215197
314,0.015140871193550245
315,0.10731591845454184
316,0.9449740103723911
317,0.854635231627132
318,0.005945514832124208
319,0.9045895923836076
320,0.5480567820330543
321,0.5062993991432612
322,0.2842417804685404
323,0.9135756765485757
324,0.741320769854852
325,0.7341091915873026
326,0.09135474508139603
327,0.41938677597474144
328,0.12971012828189699
329,0.5920526000476928
330,0.0179479253660566
331,0.422006378189168
332,0.03071856211808006
333,0.032858390870098786
334,0.8783435617942889
335,0.8156428361162369
336,0.2918007038619313
337,0.5360208496133152
338,0.8568612042179797
339,0.10196755019134032
340,0.8537623478643643
341,0.035786205007395634
342,0.6210284324499789
343,0.9046335066404334
344,0.9600718475140921
345,0.22231060085250345
346,0.5983946572127066
347,0.4549623684289177
348,0.7964543366450033
349,0.7521360847448386
350,0.7829064447202873
351,0.6580132207522091
352,0.24561014106955917
353,0.5385470294812423
354,0.8729354094309836
355,0.6733655441042321
356,0.006423206378727557
357,0.23629781414789308
358,0.6083503247043677
359,0.8155450053803571
360,0.9051403272068062
361,0.6076028782626243
362,0.07920076310989307
363,0.8828294281715738
364,0.45168201128412094
365,0.0010088942002619448
366,0.49257585514053126
367,0.8706010083190531
368,0.016184170556085554
369,0.8829841950460369
370,0.1065351097705571
371,0.8768538144917825
372,0.017161875168886974
373,0.587003421233501
374,0.8709677666125348
375,0.9086753784659647
376,0.07381715530115213
377,0.09486993484110126
378,0.8609247840898842
379,0.08326722569012722
380,0.355309549562238
381,0.9489469612208931
382,0.7233417408907159
383,0.9934288255414314
384,0.23275937837607583
385,0.6535911933137896
386,0.9723932321936282
387,0.5344304293710337
388,0.0009404675063067463
389,0.006735395227787144
390,0.9755332261870195
391,0.23384379213388207
392,0.9263936299510886
393,0.6516156465227299
394,0.9037809820043791
395,0.790800556480124
396,0.0905543433504841
397,0.37714479503804327
398,0.9236457506488801
399,0.5495220911721665
400,0.2934439442162659
401,0.4968570159549851
402,0.033789708234823045
403,0.36619102316702234
404,0.19490906899819482
405,0.849735683515164
406,0.7346458093589247
407,0.005016956682623183
408,0.16006161460817964
409,0.4719536157892631
410,0.9474529972008291
411,0.9296774779352359
412,0.4964167725804642
413,0.8559912506734042
414,0.9639147403491066
415,0.6549071364024945
416,0.7502058156796549
417,0.6589966911874942
418,0.13251613401236007
419,0.77786679698229
420,0.7683351767239208
421,0.10898241814301343
422,0.6090804673189443
423,0.9934453446981418
424,0.42368978928290596
425,0.12406313470481822
426,0.0572377806432409
427,0.37770805819830333
428,0.8035871208933976
429,0.023881301717108
430,0.500970262177914
431,0.7271464965597217
432,0.32761313287972865
433,0.9563891483903273
434,0.9780282729500467
435,0.011133361405030493
436,0.08016828144333332
437,0.34642881766291533
438,0.9228332455003496
439,0.6500584592378253
440,0.02909339252004724
441,0.061054691670755126
442,0.3127067975268708
443,0.03103831495056907
444,0.375872875367637
445,0.0826301476652486
446,0.9558605796562484
447,0.08716863702410918
448,0.3608080760554014
449,0.6637983662392066
450,0.000842888105803257
451,0.36803515552630456
452,0.07745900926430918
453,0.026116250346161145
454,0.6834427654071558
455,0.5700885156653778
456,0.4104239255077842
457,0.10588833136946715
458,0.08913516555336684
459,0.8283604932984133
460,0.8653028165765274
461,0.9380226450156279
462,0.5003744740949021
463,0.00841598306663267
464,0.39819495606404376
465,0.9846273776181167
466,0.8850589462602538
467,0.826416785823526
468,0.9719486094403782
469,0.04544393225529319
470,0.06360714120814756
471,0.5760659027159397
472,0.5308180197440122
473,0.35447313946360626
474,0.9966778905512896
475,0.4047806754605867
476,0.655136412573796
477,0.9929369935604682
478,0.996796540083863
479,0.6446600529261988
480,0.23510493966965457
481,0.2987985525182378
482,0.97083512372059
483,0.09623732181212132
484,0.4772199364565302
485,0.21495670260902838
486,0.5177726743069841
487,0.6619054468708995
488,0.7454894292740009
489,0.9352723331054209
490,0.16723809286443503
491,0.2792250578095249
492,0.06187973517233667
493,0.8138446060133007
494,0.919441881657524
495,0.30652900166420827
496,0.5778195727223598
497,0.22835626955853608
